logFC,AveExpr,t,P.Value,adj.P.Val,B,gene
-1.52646869823884,0.763234349119419,-6.64541920659471,0.0005598021860298,0.0019168358308788,-0.934908179336918,ACKR3
-0.0145056227385203,0.0673020984220697,-0.232730713418078,0.823703476423813,0.856177351983745,-8.32295760394948,ACKR4
0.617026944162059,5.43582672170453,10.0716392231939,5.54791799074793e-05,0.0003204970579721,1.71366236223986,ACLY
-0.118824493215857,4.11773578328139,-0.788138638796613,0.460599436016159,0.535546244685395,-8.00981121343918,ACO1
-0.182316173188579,6.48056585429808,-3.3808798525342,0.0148332039179989,0.0287635364055124,-4.62508661984801,ACO2
0.933453918295441,1.38751585130094,8.67845491807044,0.0001289130346184,0.0006051324030228,0.746566893060463,ACOT1
1.00055887493176,1.30670700055686,8.0484491320391,0.000196385605376,0.000845238443271,0.26395624688872,ACOT11
0.611341295497709,4.86175234574018,5.5080232437489,0.0015017489586278,0.004267541094063,-2.0591654784276,ACOT13
1.26329284114437,2.48840991302973,10.502152187852,4.36672409028799e-05,0.0002686295306015,1.98823222407961,ACOT2
-1.48050453830892,5.54162773714379,-22.3268337945959,5.25960560344363e-07,1.26995123182692e-05,7.00610779728471,ACOT7
-0.420210794781554,3.64209358505723,-2.71661376668476,0.0347859225387683,0.0600222250310514,-5.54954861414307,ACOT8
-0.7144534684225,3.18789732889675,-6.8555594210969,0.0004733416974696,0.0016883696121072,-0.743188305422563,ACOT9
0.599159573239025,5.11445377642957,7.7505268510657,0.0002420256966013,0.0009964681673819,0.0245107702038343,ACOX1
2.81307647696079,2.53850720951783,35.4780325779289,3.32610206376633e-08,2.45640196732016e-06,10.0006673582901,ACOX2
-1.13033129165767,2.33662916411805,-12.3443720957352,1.71889017410519e-05,0.0001340260016977,3.0564942036893,ACOX3
0.705921671926576,5.13812283770673,7.69737707205249,0.0002513973259299,0.0010259536710948,-0.0190097127959383,ACP1
0.293381422710937,4.24007492006687,1.92413664410201,0.102657487995425,0.152200527998693,-6.6734122609274,ACP2
-1.9339044243206,0.966952212160298,-12.6423357939347,1.4965527911607e-05,0.0001224178299528,3.21499301657126,ACP5
1.11977870736932,2.2440103626267,15.4597100886977,4.61764488773388e-06,5.46213076392797e-05,4.55688371600761,ACP6
-0.0248796002975853,0.0712140576956136,-0.257199069393444,0.805615095054031,0.841075100844362,-8.31603828772839,ACRBP
-0.27314258478606,0.220225150237436,-2.08740253452345,0.0818746141969929,0.124914121291195,-6.44496519945665,ACSBG1
0.938377007743844,4.60359205175531,12.795851052402,1.39513125937356e-05,0.0001168686120854,3.29526613365957,ACSF2
-0.418207296513512,1.7775912872213,-6.37396169516499,0.0006996861187905,0.0023029932063912,-1.18957881489124,ACSF3
1.00334142892257,2.95841687740378,8.51500631681968,0.0001434152487921,0.0006586966091169,0.624316294275415,ACSL1
0.382773780443716,6.54650394517757,7.13179401503083,0.0003820181459322,0.0014285016860837,-0.498048001188574,ACSL3
0.686951504580719,1.22743748525462,5.96395010919459,0.0009941521718345,0.0030368954005888,-1.5900323362765,ACSL3P1
-2.3454308470219,4.63557499266265,-18.9722629773003,1.38085075704665e-06,2.45195329782683e-05,5.92429630538228,ACSL4
1.64068477214351,0.90753938239313,10.7542187424785,3.81121252116728e-05,0.0002450948996774,2.1442496149681,ACSL5
-0.0450742603298821,0.414278588270353,-0.540970751796662,0.608003924893821,0.66909894501465,-8.18781309234991,ACSL6
0.0534882240644154,0.0362671627644647,0.749132954101268,0.482092850512476,0.555321062651645,-8.04163256392502,ACSM2A
1.65210041858892,1.01769186863091,13.6284914623506,9.66214937929324e-06,8.99410631041001e-05,3.71514204678043,ACSM2B
